Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,Employment Status,Health Status (Employment-Based),Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
IA11644,California,20604.02,No,Basic,High School Or Below,21-02-11,Unemployed,Healthy,M,0,Suburban,Single,72,8,61,1,2,Special Auto,Special L3,Offer3,Branch,723.01,Two-Door Car,Midsize
MT23134,Oregon,5325.72,Yes,Basic,High School Or Below,21-02-11,Unemployed,Healthy,M,0,Suburban,Married,73,17,44,0,7,Personal Auto,Personal L3,Offer2,Call Center,496.47,Two-Door Car,Midsize
KE36052,Arizona,5325.72,Yes,Basic,High School Or Below,21-02-11,Unemployed,Healthy,M,0,Suburban,Married,73,17,44,0,7,Corporate Auto,Corporate L1,Offer2,Call Center,496.47,Two-Door Car,Midsize
IY38767,Oregon,5325.72,Yes,Basic,High School Or Below,21-02-11,Unemployed,Healthy,M,0,Suburban,Married,73,17,44,0,7,Personal Auto,Personal L3,Offer2,Call Center,496.47,Two-Door Car,Midsize
MU53420,Oregon,5325.72,Yes,Basic,High School Or Below,21-02-11,Unemployed,Healthy,M,0,Suburban,Married,73,17,44,0,7,Personal Auto,Personal L3,Offer2,Call Center,496.47,Two-Door Car,Midsize
XX32359,California,5325.72,Yes,Basic,High School Or Below,21-02-11,Unemployed,Healthy,M,0,Suburban,Married,73,17,44,0,7,Personal Auto,Personal L1,Offer2,Call Center,496.47,Two-Door Car,Midsize
FR66336,California,5325.72,Yes,Basic,High School Or Below,21-02-11,Unemployed,Healthy,M,0,Suburban,Married,73,17,44,0,7,Personal Auto,Personal L3,Offer2,Call Center,496.47,Two-Door Car,Midsize
ON39271,California,2738,No,Basic,Master,21-02-11,Unemployed,Healthy,M,0,Urban,Married,74,27,91,0,1,Personal Auto,Personal L2,Offer1,Branch,263.37,Two-Door Car,Midsize
GD17919,Arizona,14455.86,No,Extended,College,21-02-11,Unemployed,Healthy,F,0,Suburban,Single,78,2,63,0,2,Special Auto,Special L2,Offer1,Call Center,561.6,Four-Door Car,Midsize
KL65897,California,6331.34,No,Extended,Bachelor,21-02-11,Unemployed,Healthy,F,0,Rural,Married,87,3,82,0,3,Personal Auto,Personal L2,Offer1,Branch,94.71,Two-Door Car,Midsize
SO98684,California,3455.17,No,Extended,High School Or Below,21-02-11,Unemployed,Healthy,F,0,Suburban,Single,91,16,63,0,1,Personal Auto,Personal L2,Offer1,Call Center,681.04,Four-Door Car,Small
JG83075,California,6725.04,No,Extended,College,21-02-11,Unemployed,Healthy,F,0,Suburban,Single,95,15,8,0,5,Corporate Auto,Corporate L3,Offer1,Agent,684,Four-Door Car,Midsize
DL14445,California,10611.56,No,Extended,College,21-02-11,Unemployed,Healthy,F,0,Suburban,Single,96,29,5,0,2,Personal Auto,Personal L2,Offer3,Branch,949.95,Four-Door Car,Small
AN97123,Nevada,22305.32,No,Premium,College,21-02-11,Unemployed,Healthy,F,0,Urban,Married,102,13,89,0,2,Personal Auto,Personal L2,Offer4,Agent,401.53,Two-Door Car,Midsize
OW54561,California,3515.46,No,Basic,College,21-02-11,Unemployed,Healthy,M,0,Suburban,Single,103,30,13,2,1,Personal Auto,Personal L3,Offer3,Web,741.6,Sports Car,Small
WC26700,California,7495.68,No,Premium,Bachelor,21-02-11,Unemployed,Healthy,F,0,Suburban,Single,106,23,45,0,5,Corporate Auto,Corporate L2,Offer1,Branch,763.2,Four-Door Car,Midsize
OZ58610,Arizona,7575.65,No,Basic,High School Or Below,21-02-11,Unemployed,Healthy,M,0,Suburban,Single,109,30,87,0,4,Personal Auto,Personal L3,Offer2,Branch,784.8,SUV,Midsize
QP76867,Oregon,16152.9,No,Basic,College,21-02-11,Unemployed,Healthy,M,0,Suburban,Divorced,109,12,66,0,2,Personal Auto,Personal L3,Offer1,Agent,852.46,Sports Car,Large
UK41984,Arizona,3839.61,No,Basic,Doctor,21-02-11,Unemployed,Healthy,F,0,Suburban,Divorced,112,3,51,2,1,Personal Auto,Personal L2,Offer1,Agent,537.6,SUV,Midsize
BP83941,Arizona,8396.33,No,Basic,Master,21-02-11,Unemployed,Healthy,F,0,Suburban,Married,115,18,80,1,3,Personal Auto,Personal L2,Offer3,Web,552,SUV,Midsize
PD79570,Oregon,4334.21,No,Premium,Bachelor,21-02-11,Unemployed,Healthy,F,0,Suburban,Single,116,6,87,0,1,Personal Auto,Personal L3,Offer2,Agent,1065.62,Four-Door Car,Small
LM84078,Oregon,12176.01,No,Basic,College,21-02-11,Unemployed,Healthy,M,0,Suburban,Single,117,5,3,0,2,Personal Auto,Personal L2,Offer3,Web,1373.26,SUV,Midsize
YL74911,California,8714.92,Yes,Basic,College,21-02-11,Unemployed,Healthy,F,0,Suburban,Divorced,118,14,64,0,4,Personal Auto,Personal L3,Offer1,Agent,566.4,SUV,Midsize
VC22097,Washington,8714.92,Yes,Basic,College,21-02-11,Unemployed,Healthy,F,0,Suburban,Divorced,118,14,64,0,4,Corporate Auto,Corporate L3,Offer1,Agent,566.4,SUV,Midsize
SW57539,California,8714.92,Yes,Basic,College,21-02-11,Unemployed,Healthy,F,0,Suburban,Divorced,118,14,64,0,4,Corporate Auto,Corporate L3,Offer1,Agent,566.4,SUV,Midsize
YD45065,Oregon,8714.92,Yes,Basic,College,21-02-11,Unemployed,Healthy,F,0,Suburban,Divorced,118,14,64,0,4,Personal Auto,Personal L3,Offer1,Agent,566.4,SUV,Midsize
ZB87718,Arizona,8714.92,Yes,Basic,College,21-02-11,Unemployed,Healthy,F,0,Suburban,Divorced,118,14,64,0,4,Personal Auto,Personal L1,Offer1,Agent,566.4,SUV,Midsize
BO87401,Nevada,8714.92,Yes,Basic,College,21-02-11,Unemployed,Healthy,F,0,Suburban,Divorced,118,14,64,0,4,Personal Auto,Personal L1,Offer1,Agent,566.4,SUV,Midsize
NE55975,Nevada,4983.11,No,Extended,High School Or Below,21-02-11,Unemployed,Healthy,F,0,Suburban,Divorced,133,9,85,0,1,Personal Auto,Personal L3,Offer1,Branch,957.6,Sports Car,Large
SD77009,California,8334.36,No,Extended,College,21-02-11,Unemployed,Healthy,M,0,Suburban,Single,136,7,61,2,3,Personal Auto,Personal L3,Offer3,Web,979.2,SUV,Midsize
FY73682,California,19606.36,No,Basic,Bachelor,21-02-11,Unemployed,Healthy,M,0,Suburban,Single,194,0,22,0,2,Personal Auto,Personal L2,Offer1,Agent,931.2,Luxury SUV,Midsize
GG24674,California,2497.54,No,Basic,High School Or Below,21-02-11,Retired,Healthy,F,15520,Suburban,Married,66,21,16,0,1,Personal Auto,Personal L1,Offer3,Web,316.8,Two-Door Car,Midsize
BD35524,California,2640.49,No,Basic,Bachelor,21-02-11,Disabled,Healthy,M,15776,Suburban,Married,69,20,59,0,1,Personal Auto,Personal L2,Offer2,Call Center,337.6,Two-Door Car,Midsize
GU42671,Arizona,6106.94,No,Extended,Bachelor,21-02-11,Medical Leave,Unhealthy,F,16654,Suburban,Married,79,23,31,0,7,Personal Auto,Personal L3,Offer1,Branch,379.2,Four-Door Car,Midsize
VG83453,California,3557.37,No,Extended,Doctor,21-02-11,Disabled,Healthy,M,17272,Suburban,Married,93,30,58,0,1,Personal Auto,Personal L2,Offer4,Call Center,446.4,Two-Door Car,Midsize
RI78966,Oregon,7771.16,No,Basic,Master,21-02-11,Medical Leave,Unhealthy,M,21876,Suburban,Married,68,12,28,0,2,Personal Auto,Personal L3,Offer1,Agent,465.41,Four-Door Car,Small
QY41527,Arizona,4175.95,No,Basic,Bachelor,21-02-11,Employed,Healthy,M,23060,Suburban,Married,109,13,25,3,1,Corporate Auto,Corporate L3,Offer4,Agent,731.35,SUV,Midsize
UR67446,California,7882.99,No,Extended,High School Or Below,21-02-11,Employed,Healthy,F,23235,Suburban,Married,99,28,71,0,4,Personal Auto,Personal L3,Offer2,Call Center,587.66,Four-Door Car,Midsize
AM72411,Oregon,2279.7,No,Basic,High School Or Below,21-02-11,Medical Leave,Unhealthy,M,23253,Suburban,Divorced,61,20,49,0,1,Personal Auto,Personal L1,Offer2,Branch,292.8,Two-Door Car,Midsize
UO48558,California,2993.12,No,Extended,High School Or Below,21-02-11,Employed,Healthy,M,23277,Suburban,Married,77,14,68,2,1,Corporate Auto,Corporate L1,Offer1,Branch,369.6,Four-Door Car,Midsize
QD97878,Nevada,4419.12,No,Premium,Master,21-02-11,Medical Leave,Unhealthy,M,24046,Suburban,Married,116,27,47,0,1,Personal Auto,Personal L2,Offer4,Agent,556.8,Two-Door Car,Small
XC43591,Oregon,12880.75,No,Premium,College,21-02-11,Employed,Healthy,M,24571,Suburban,Married,109,21,22,0,2,Personal Auto,Personal L3,Offer1,Agent,523.2,Four-Door Car,Midsize
EU48798,Nevada,8160.59,No,Basic,College,21-02-11,Disabled,Healthy,F,24980,Suburban,Divorced,71,34,14,0,2,Personal Auto,Personal L3,Offer2,Web,511.2,Two-Door Car,Midsize
VA82895,Oregon,4112.84,No,Basic,High School Or Below,21-02-11,Disabled,Healthy,F,25030,Suburban,Married,113,16,97,4,1,Personal Auto,Personal L3,Offer2,Branch,542.4,Sports Car,Midsize
GA46608,Oregon,2500.83,No,Basic,Bachelor,21-02-11,Employed,Healthy,M,25899,Suburban,Married,63,20,36,0,1,Personal Auto,Personal L1,Offer3,Agent,302.4,Four-Door Car,Midsize
KM18818,Arizona,2590.65,No,Basic,College,21-02-11,Employed,Healthy,F,25981,Rural,Married,65,33,38,0,1,Personal Auto,Personal L3,Offer1,Agent,77.55,Two-Door Car,Large
SJ15498,Oregon,6852.36,No,Extended,Bachelor,21-02-11,Employed,Healthy,F,26313,Suburban,Single,87,6,77,0,7,Corporate Auto,Corporate L2,Offer1,Agent,417.6,Two-Door Car,Midsize
SB41594,California,2543,No,Basic,College,21-02-11,Employed,Healthy,M,26691,Suburban,Married,65,7,51,0,1,Personal Auto,Personal L3,Offer3,Agent,312,Four-Door Car,Large
HZ39601,California,13447.37,No,Extended,College,21-02-11,Retired,Healthy,F,26708,Suburban,Divorced,122,10,24,0,2,Personal Auto,Personal L2,Offer2,Call Center,585.6,SUV,Midsize
EZ71780,Arizona,8807.49,No,Extended,High School Or Below,21-02-11,Disabled,Healthy,F,26864,Suburban,Divorced,78,18,12,0,2,Special Auto,Special L1,Offer3,Agent,374.4,Four-Door Car,Midsize
PT70350,Oregon,28511.03,No,Premium,High School Or Below,21-02-11,Employed,Healthy,M,27607,Suburban,Married,104,15,56,0,2,Corporate Auto,Corporate L1,Offer4,Agent,640.58,Four-Door Car,Midsize
UZ80048,Oregon,6185.97,No,Extended,College,21-02-11,Retired,Healthy,M,28001,Suburban,Married,83,15,42,0,5,Personal Auto,Personal L3,Offer3,Agent,438.78,Two-Door Car,Large
UO40726,Oregon,3146.04,No,Extended,Bachelor,21-02-11,Employed,Healthy,F,28089,Suburban,Single,82,11,72,1,1,Personal Auto,Personal L2,Offer4,Agent,411.86,Two-Door Car,Midsize
XT10744,Arizona,8595.15,No,Basic,College,21-02-11,Employed,Healthy,M,28441,Suburban,Married,73,10,98,0,2,Special Auto,Special L2,Offer2,Call Center,686.02,Two-Door Car,Small
XK99408,California,9177.95,No,Basic,High School Or Below,21-02-11,Employed,Healthy,F,29098,Suburban,Married,115,21,19,0,4,Personal Auto,Personal L1,Offer3,Web,683.55,SUV,Midsize
SG62327,Nevada,8111.65,No,Basic,High School Or Below,21-02-11,Employed,Healthy,M,30622,Suburban,Married,68,22,86,0,2,Corporate Auto,Corporate L3,Offer1,Agent,326.4,Four-Door Car,Small
CB17191,California,3240.67,No,Extended,High School Or Below,21-02-11,Employed,Healthy,F,30646,Rural,Married,81,26,26,0,1,Corporate Auto,Corporate L2,Offer1,Agent,128.58,Four-Door Car,Midsize
AZ50087,California,6807.27,No,Extended,Bachelor,21-02-11,Employed,Healthy,M,32787,Suburban,Married,86,3,86,0,7,Personal Auto,Personal L2,Offer2,Branch,568.58,Two-Door Car,Large
NE57101,Oregon,4244.47,No,Basic,College,21-02-11,Employed,Healthy,M,34220,Suburban,Married,109,23,71,1,1,Corporate Auto,Corporate L3,Offer2,Branch,523.2,SUV,Midsize
OT53330,Arizona,10720.42,No,Extended,Bachelor,21-02-11,Employed,Healthy,F,34837,Suburban,Single,139,4,2,1,4,Personal Auto,Personal L3,Offer1,Branch,667.2,SUV,Midsize
JQ66292,Oregon,2592.89,No,Basic,Master,21-02-11,Employed,Healthy,F,35705,Suburban,Single,65,19,45,0,1,Personal Auto,Personal L2,Offer2,Agent,312,Two-Door Car,Small
RB69909,Nevada,7983.43,No,Basic,High School Or Below,21-02-11,Employed,Healthy,F,36014,Rural,Married,69,4,40,3,2,Special Auto,Special L1,Offer4,Branch,173.96,Four-Door Car,Midsize
SX65826,Arizona,11760.88,No,Extended,Bachelor,21-02-11,Employed,Healthy,M,36431,Suburban,Married,99,27,59,0,2,Personal Auto,Personal L1,Offer1,Agent,513.25,Two-Door Car,Small
FG31425,Arizona,2530.81,No,Basic,College,21-02-11,Employed,Healthy,F,37811,Suburban,Married,63,25,14,0,1,Special Auto,Special L2,Offer4,Agent,365,Four-Door Car,Midsize
KO95143,California,8521.74,No,Premium,High School Or Below,21-02-11,Employed,Healthy,M,37910,Suburban,Married,108,7,9,0,7,Personal Auto,Personal L3,Offer1,Agent,518.4,Four-Door Car,Midsize
QJ22615,Arizona,4881.3,No,Basic,Master,21-02-11,Employed,Healthy,F,37998,Suburban,Married,61,26,27,0,7,Special Auto,Special L3,Offer2,Call Center,292.8,Four-Door Car,Midsize
GS26763,California,11633.58,No,Extended,Bachelor,21-02-11,Employed,Healthy,F,39669,Suburban,Married,98,13,63,0,2,Personal Auto,Personal L3,Offer2,Agent,492.94,Two-Door Car,Small
IQ63581,California,5066.83,No,Basic,Master,21-02-11,Employed,Healthy,F,40215,Rural,Divorced,64,11,22,0,3,Personal Auto,Personal L2,Offer3,Branch,98.48,Four-Door Car,Midsize
BN83547,Nevada,2858.45,No,Basic,High School Or Below,21-02-11,Employed,Healthy,F,40706,Rural,Married,71,30,96,0,1,Personal Auto,Personal L1,Offer3,Agent,166.12,Four-Door Car,Midsize
TE31876,California,11814.53,No,Basic,High School Or Below,21-02-11,Employed,Healthy,F,41004,Suburban,Married,102,15,26,3,2,Personal Auto,Personal L3,Offer1,Call Center,489.6,Sports Car,Large
WS82822,Oregon,5391.97,No,Basic,College,21-02-11,Employed,Healthy,F,41662,Urban,Divorced,69,27,73,0,6,Corporate Auto,Corporate L3,Offer1,Agent,217.97,Four-Door Car,Midsize
GT65065,Oregon,8842.65,No,Basic,Master,21-02-11,Employed,Healthy,F,42142,Urban,Single,112,1,8,0,3,Personal Auto,Personal L3,Offer4,Branch,396.18,Sports Car,Midsize
RL28918,California,16504.96,No,Basic,High School Or Below,21-02-11,Employed,Healthy,M,42148,Urban,Married,104,4,29,0,2,Personal Auto,Personal L1,Offer3,Branch,366.98,SUV,Small
TN64240,California,7853.96,No,Extended,Bachelor,21-02-11,Employed,Healthy,F,42582,Suburban,Divorced,99,1,57,0,5,Corporate Auto,Corporate L3,Offer4,Call Center,629.34,Four-Door Car,Small
DW72437,Oregon,2731.4,No,Basic,Master,21-02-11,Employed,Healthy,F,43386,Urban,Married,68,13,79,0,1,Personal Auto,Personal L2,Offer3,Call Center,315.35,Two-Door Car,Midsize
LR27773,California,5329.08,No,Basic,Bachelor,21-02-11,Employed,Healthy,F,43671,Urban,Married,67,6,67,0,3,Corporate Auto,Corporate L2,Offer3,Agent,190.65,Four-Door Car,Midsize
WO83615,Nevada,5395.43,No,Extended,Bachelor,21-02-11,Employed,Healthy,M,44047,Suburban,Married,137,12,38,0,1,Corporate Auto,Corporate L3,Offer2,Branch,969.23,Sports Car,Midsize
RY32848,Oregon,15839.09,No,Extended,Doctor,21-02-11,Employed,Healthy,M,44930,Rural,Married,132,19,42,0,2,Personal Auto,Personal L3,Offer2,Call Center,111.05,SUV,Midsize
BN74259,Arizona,2833.8,No,Basic,High School Or Below,21-02-11,Employed,Healthy,M,45360,Suburban,Divorced,73,16,71,0,1,Corporate Auto,Corporate L1,Offer2,Branch,350.4,Four-Door Car,Midsize
QD98396,California,5010.92,No,Extended,College,21-02-11,Employed,Healthy,M,45867,Suburban,Married,126,31,12,0,1,Personal Auto,Personal L2,Offer1,Agent,604.8,Sports Car,Midsize
XI68015,Washington,4946.96,No,Basic,College,21-02-11,Employed,Healthy,F,46239,Rural,Single,67,17,1,3,4,Personal Auto,Personal L3,Offer3,Web,6.4,Four-Door Car,Midsize
CZ96653,Oregon,8534.79,No,Basic,Bachelor,21-02-11,Employed,Healthy,F,47325,Rural,Married,107,0,92,0,6,Personal Auto,Personal L2,Offer1,Web,64.6,SUV,Small
GZ79662,Arizona,5484.59,No,Basic,High School Or Below,21-02-11,Employed,Healthy,M,47611,Suburban,Married,69,17,65,0,4,Corporate Auto,Corporate L3,Offer2,Call Center,593.65,Four-Door Car,Small
TH72397,California,6279.82,No,Extended,Bachelor,21-02-11,Employed,Healthy,M,50562,Suburban,Married,79,19,34,0,9,Personal Auto,Personal L2,Offer2,Call Center,545.01,Four-Door Car,Midsize
SC66359,Arizona,4433.97,No,Basic,College,21-02-11,Employed,Healthy,F,50653,Rural,Married,110,29,42,0,1,Corporate Auto,Corporate L3,Offer4,Agent,262.87,SUV,Small
CV31235,Arizona,3184.36,No,Extended,Bachelor,21-02-11,Employed,Healthy,M,50989,Urban,Married,80,3,11,0,1,Corporate Auto,Corporate L3,Offer2,Agent,256,Four-Door Car,Midsize
EF84269,California,5568.66,No,Extended,College,21-02-11,Employed,Healthy,F,51489,Rural,Married,139,14,10,0,1,Personal Auto,Personal L2,Offer1,Web,236.74,SUV,Midsize
SF15712,Oregon,3903.8,No,Extended,High School Or Below,21-02-11,Employed,Healthy,M,51833,Rural,Divorced,99,1,18,0,1,Personal Auto,Personal L3,Offer3,Agent,190.51,Four-Door Car,Midsize
GC15104,Nevada,7985.14,No,Basic,Bachelor,21-02-11,Employed,Healthy,F,52339,Suburban,Divorced,70,7,55,3,2,Corporate Auto,Corporate L3,Offer3,Web,336,Four-Door Car,Midsize
VJ24328,Oregon,2599.04,No,Basic,High School Or Below,21-02-11,Employed,Healthy,M,53021,Suburban,Married,68,28,71,4,1,Personal Auto,Personal L2,Offer1,Agent,326.4,Four-Door Car,Midsize
MS20849,California,6745.89,No,Extended,College,21-02-11,Employed,Healthy,M,53058,Rural,Married,91,16,44,4,3,Personal Auto,Personal L2,Offer1,Agent,209.47,Four-Door Car,Midsize
NT97069,Washington,2533.74,No,Basic,Bachelor,21-02-11,Employed,Healthy,M,53988,Urban,Married,64,10,17,0,1,Personal Auto,Personal L1,Offer4,Agent,206.82,Two-Door Car,Midsize
CZ25193,Arizona,4078.29,No,Premium,Bachelor,21-02-11,Employed,Healthy,M,57031,Rural,Married,104,16,10,1,1,Personal Auto,Personal L1,Offer1,Agent,13.81,Four-Door Car,Midsize
QY37300,Nevada,13502.63,No,Basic,Master,21-02-11,Employed,Healthy,M,57222,Urban,Married,112,3,88,1,2,Personal Auto,Personal L2,Offer2,Branch,297.19,Sports Car,Midsize
WM46083,Arizona,2393.81,No,Basic,Master,21-02-11,Employed,Healthy,M,58237,Urban,Divorced,63,34,22,3,1,Personal Auto,Personal L2,Offer4,Branch,273.69,Two-Door Car,Midsize
DY18947,Arizona,9152.49,No,Premium,High School Or Below,21-02-11,Employed,Healthy,F,60423,Rural,Married,114,23,44,0,9,Personal Auto,Personal L3,Offer1,Call Center,137.61,Four-Door Car,Midsize
VH43367,California,2506.02,No,Basic,High School Or Below,21-02-11,Employed,Healthy,F,61402,Suburban,Married,63,14,56,2,1,Special Auto,Special L1,Offer1,Agent,302.4,Four-Door Car,Midsize
OM63414,Arizona,5071.65,No,Basic,Bachelor,21-02-11,Employed,Healthy,F,62258,Rural,Single,65,14,17,0,5,Personal Auto,Personal L3,Offer1,Agent,117.45,Two-Door Car,Large
NS38229,Nevada,5126.04,No,Basic,College,21-02-11,Employed,Healthy,F,63147,Rural,Married,64,1,91,0,4,Personal Auto,Personal L2,Offer1,Agent,87.57,Four-Door Car,Midsize
XA27536,Washington,3611.18,No,Extended,College,21-02-11,Employed,Healthy,M,63329,Suburban,Divorced,92,33,87,0,1,Personal Auto,Personal L3,Offer1,Web,441.6,Four-Door Car,Midsize
CP32818,Oregon,4529.97,No,Basic,Bachelor,21-02-11,Employed,Healthy,M,64270,Rural,Single,117,12,58,0,1,Personal Auto,Personal L3,Offer2,Agent,46.1,Sports Car,Small
KP72427,Washington,21639.84,No,Basic,High School Or Below,21-02-11,Employed,Healthy,M,64455,Rural,Married,108,5,43,0,2,Personal Auto,Personal L3,Offer2,Agent,133.74,SUV,Midsize
RQ41621,Arizona,2862.73,No,Basic,Doctor,21-02-11,Employed,Healthy,F,64640,Urban,Divorced,73,5,94,2,1,Personal Auto,Personal L3,Offer3,Agent,327.91,Four-Door Car,Midsize
NI27358,Arizona,7255.14,No,Basic,College,21-02-11,Employed,Healthy,F,67352,Urban,Married,181,7,80,1,1,Personal Auto,Personal L3,Offer3,Branch,560.95,Luxury Car,Small
MQ73697,Nevada,3776.67,No,Extended,College,21-02-11,Employed,Healthy,F,68727,Urban,Married,94,19,76,0,1,Corporate Auto,Corporate L3,Offer4,Call Center,386.52,Two-Door Car,Large
MM83308,Arizona,2379.83,No,Basic,High School Or Below,21-02-11,Employed,Healthy,M,69202,Suburban,Single,61,33,12,0,1,Personal Auto,Personal L2,Offer2,Web,292.8,Two-Door Car,Small
BE92692,Oregon,2487.78,No,Basic,Bachelor,21-02-11,Employed,Healthy,M,69236,Rural,Married,63,31,83,1,1,Personal Auto,Personal L2,Offer3,Branch,110.87,Four-Door Car,Midsize
IO81315,California,2460.17,No,Basic,College,21-02-11,Employed,Healthy,F,69241,Rural,Married,61,14,84,0,1,Personal Auto,Personal L2,Offer3,Web,47.96,Four-Door Car,Small
LN34660,California,9463.11,No,Basic,College,21-02-11,Employed,Healthy,F,69654,Suburban,Married,118,10,50,0,7,Corporate Auto,Corporate L3,Offer1,Branch,629.53,SUV,Small
YV93784,Arizona,8973.11,No,Basic,Master,21-02-11,Employed,Healthy,F,69736,Urban,Married,111,11,7,0,3,Personal Auto,Personal L3,Offer1,Branch,424.42,SUV,Midsize
JF38079,California,9080.6,No,Basic,High School Or Below,21-02-11,Employed,Healthy,M,69853,Rural,Married,114,15,42,2,3,Personal Auto,Personal L1,Offer1,Call Center,244.28,SUV,Midsize
SH51981,Washington,5246.06,No,Basic,College,21-02-11,Employed,Healthy,M,70301,Suburban,Divorced,67,7,43,0,7,Personal Auto,Personal L2,Offer3,Agent,328.94,Four-Door Car,Small
KF50730,California,5235.57,No,Extended,Bachelor,21-02-11,Employed,Healthy,F,71794,Urban,Married,131,19,48,0,1,Personal Auto,Personal L3,Offer2,Web,457.47,SUV,Midsize
NL85206,California,2572.45,No,Basic,College,21-02-11,Employed,Healthy,F,72685,Rural,Married,68,20,97,5,1,Personal Auto,Personal L3,Offer4,Branch,14.46,Four-Door Car,Midsize
UL90124,Oregon,5038.98,No,Extended,High School Or Below,21-02-11,Employed,Healthy,F,72919,Suburban,Married,130,20,22,5,1,Personal Auto,Personal L3,Offer4,Agent,936,SUV,Small
UW10841,California,9976.25,No,Basic,Bachelor,21-02-11,Employed,Healthy,M,74115,Urban,Married,63,24,24,0,2,Personal Auto,Personal L2,Offer2,Branch,275.35,Four-Door Car,Midsize
IL23615,Oregon,3350.24,No,Extended,College,21-02-11,Employed,Healthy,M,74770,Suburban,Single,86,23,10,0,1,Personal Auto,Personal L2,Offer2,Branch,412.8,Four-Door Car,Large
JR89623,California,2698.69,No,Basic,High School Or Below,21-02-11,Employed,Healthy,F,76025,Rural,Married,67,29,0,0,1,Corporate Auto,Corporate L3,Offer2,Branch,151.02,Four-Door Car,Midsize
II92123,Oregon,9431.38,No,Extended,High School Or Below,21-02-11,Employed,Healthy,M,77365,Rural,Divorced,79,4,35,0,2,Personal Auto,Personal L2,Offer2,Agent,2.82,Two-Door Car,Midsize
JJ66819,Oregon,2989.96,No,Basic,Bachelor,21-02-11,Employed,Healthy,F,79867,Rural,Divorced,74,25,76,1,1,Personal Auto,Personal L2,Offer1,Branch,78.17,Four-Door Car,Small
SI20178,California,4425.91,No,Basic,High School Or Below,21-02-11,Employed,Healthy,M,80892,Suburban,Married,110,15,76,0,1,Personal Auto,Personal L3,Offer3,Branch,528,SUV,Midsize
XF15789,Arizona,8869.62,No,Basic,College,21-02-11,Employed,Healthy,F,81350,Rural,Married,110,1,28,0,9,Personal Auto,Personal L3,Offer3,Branch,228.19,SUV,Large
WW68250,Oregon,2719.26,No,Basic,Bachelor,21-02-11,Employed,Healthy,M,81799,Suburban,Married,68,23,97,0,1,Personal Auto,Personal L3,Offer2,Agent,326.4,Four-Door Car,Small
TN51356,Oregon,2450.88,No,Basic,Bachelor,21-02-11,Employed,Healthy,M,82695,Urban,Divorced,62,10,39,0,1,Personal Auto,Personal L2,Offer3,Web,217.95,Four-Door Car,Midsize
XN32623,Oregon,5638.15,No,Basic,Bachelor,21-02-11,Employed,Healthy,M,85896,Rural,Married,70,28,27,0,3,Personal Auto,Personal L3,Offer2,Call Center,48.63,Four-Door Car,Midsize
EY74093,Nevada,5004.14,No,Basic,High School Or Below,21-02-11,Employed,Healthy,M,86834,Rural,Single,64,2,93,0,8,Corporate Auto,Corporate L1,Offer4,Agent,0.1,Four-Door Car,Midsize
VM92311,Arizona,2529.08,No,Basic,High School Or Below,21-02-11,Employed,Healthy,F,89129,Suburban,Single,64,24,93,0,1,Personal Auto,Personal L3,Offer2,Branch,328.87,Four-Door Car,Midsize
XV53746,California,16484.02,No,Basic,High School Or Below,21-02-11,Employed,Healthy,F,91354,Suburban,Married,68,30,26,0,2,Special Auto,Special L2,Offer2,Agent,361.65,Two-Door Car,Midsize
KD47243,California,11797.99,No,Basic,Bachelor,21-02-11,Employed,Healthy,F,91469,Urban,Single,100,11,89,2,2,Personal Auto,Personal L1,Offer1,Agent,418.86,SUV,Small
NS74173,Nevada,2968.08,No,Basic,College,21-02-11,Employed,Healthy,M,91646,Rural,Married,74,12,10,0,1,Corporate Auto,Corporate L1,Offer2,Branch,57.68,Two-Door Car,Midsize
HB17438,Washington,10570.79,No,Extended,Bachelor,21-02-11,Employed,Healthy,M,92044,Urban,Married,132,7,77,0,3,Personal Auto,Personal L1,Offer4,Web,617.29,SUV,Midsize
CT83377,Washington,3763.64,No,Extended,High School Or Below,21-02-11,Employed,Healthy,M,93595,Rural,Married,97,15,30,4,1,Special Auto,Special L2,Offer4,Agent,49.8,Four-Door Car,Midsize
RE85409,California,5386.97,No,Basic,High School Or Below,21-02-11,Employed,Healthy,M,93893,Rural,Married,67,16,70,0,8,Personal Auto,Personal L2,Offer3,Agent,98.66,Four-Door Car,Midsize
AC67315,Nevada,13862.1,No,Basic,Bachelor,21-02-11,Employed,Healthy,F,96950,Suburban,Married,115,20,74,0,2,Personal Auto,Personal L2,Offer4,Agent,633.13,Sports Car,Large
RV22056,Oregon,4971.35,No,Extended,Bachelor,21-02-11,Employed,Healthy,F,98784,Rural,Married,124,7,36,1,1,Personal Auto,Personal L3,Offer2,Web,155.41,Sports Car,Midsize
JB11283,California,12743.35,No,Basic,Bachelor,21-02-11,Employed,Healthy,M,99583,Rural,Divorced,64,35,85,0,2,Personal Auto,Personal L2,Offer3,Branch,99.67,Four-Door Car,Large
LU63980,Nevada,2220,No,Basic,College,22-02-11,Unemployed,Healthy,M,0,Suburban,Married,62,0,83,0,1,Personal Auto,Personal L1,Offer1,Web,297.6,Two-Door Car,Large
